,dateSold,price,bedrooms,bathrooms,livingArea,lotSize,yearBuilt,zipcode,latitude,longitude
12582,7/29/2014,205000.0,4,2.0,2200,13320,1944,98168,47.481,-122.292
12583,4/30/2015,350000.0,4,1.0,1510,7200,1955,98155,47.761,-122.307
12584,8/4/2014,360000.0,3,1.75,1560,7930,1980,98059,47.4779,-122.161
12585,11/8/2014,313999.0,4,2.25,1870,4198,2008,98038,47.3657,-122.021
12586,4/21/2015,300000.0,3,2.25,2070,7225,1979,98042,47.3551,-122.148
12587,4/23/2015,452000.0,2,1.75,1660,11747,1981,98155,47.7661,-122.306
12588,3/25/2015,495500.0,3,2.5,2010,57934,1978,98014,47.6262,-121.96
12589,12/18/2014,288000.0,3,1.0,1410,40500,1961,98092,47.3199,-122.1
12590,2/17/2015,227490.0,3,1.75,1820,7194,1967,98003,47.3352,-122.307
12591,11/7/2014,470950.0,3,2.5,2560,16420,1989,98014,47.6916,-121.916
12592,6/14/2014,735000.0,4,2.75,2450,4187,2010,98027,47.5471,-122.016
12593,10/15/2014,730000.0,7,2.75,3110,4400,1914,98105,47.6684,-122.319
12594,12/3/2014,412000.0,3,2.5,2210,7000,1985,98058,47.4377,-122.132
12595,6/6/2014,589500.0,4,2.5,2630,6326,2008,98065,47.5222,-121.874
12596,11/4/2014,291000.0,7,1.0,2350,8636,1962,98118,47.5432,-122.277
12597,4/2/2015,1300000.0,5,3.75,4450,7680,2010,98199,47.6418,-122.392
12598,10/20/2014,190000.0,3,1.0,1200,10458,1961,98023,47.3262,-122.342
12599,4/22/2015,456200.0,2,1.75,1210,7733,1904,98125,47.7148,-122.282
12600,9/19/2014,225000.0,3,1.0,1290,8470,1966,98023,47.3054,-122.371
12601,4/22/2015,2000000.0,3,2.5,3490,21064,1968,98074,47.6092,-122.073
12602,7/9/2014,740000.0,4,2.5,3360,15091,1997,98052,47.6649,-122.135
12603,12/1/2014,467000.0,3,1.75,2660,5511,1948,98108,47.5575,-122.3
12604,10/8/2014,385000.0,2,1.0,770,7554,1946,98177,47.7057,-122.36
12605,10/20/2014,670000.0,3,2.5,1800,4763,1985,98119,47.646,-122.362
12606,4/22/2015,500000.0,4,2.5,2900,5760,1959,98118,47.55,-122.272
12607,6/19/2014,352450.0,3,2.0,1430,6000,1945,98155,47.7564,-122.316
12608,10/28/2014,669888.0,4,2.75,2550,7591,1989,98059,47.5302,-122.147
12609,6/24/2014,405000.0,3,2.75,1310,7300,1957,98008,47.6016,-122.123
12610,5/6/2014,518000.0,3,1.5,1430,8000,1956,98007,47.5874,-122.136
12611,10/1/2014,280000.0,4,1.0,1880,6288,1974,98178,47.5101,-122.259
12612,7/18/2014,435000.0,3,2.5,1600,2375,2005,98029,47.5531,-121.996
12613,5/7/2015,314950.0,3,2.0,1760,9732,1996,98022,47.1923,-122.014
12614,2/24/2015,209900.0,2,2.0,1180,3003,2005,98038,47.3491,-122.02
12615,4/16/2015,630000.0,4,2.5,2330,31705,1980,98052,47.6471,-122.03
12616,7/18/2014,442000.0,4,1.5,1960,12688,1962,98052,47.6304,-122.097
12617,4/2/2015,340000.0,4,1.0,1140,13440,1944,98166,47.4619,-122.344
12618,6/16/2014,230000.0,3,1.75,1400,6956,1957,98031,47.4233,-122.198
12619,12/5/2014,495200.0,5,2.25,2710,22120,1955,98011,47.7642,-122.195
12620,3/31/2015,900000.0,4,2.5,3510,6745,1998,98075,47.6016,-122.074
12621,3/13/2015,265000.0,2,1.0,910,4600,1917,98117,47.6916,-122.362
12622,1/2/2015,489500.0,3,1.75,2090,65558,1977,98072,47.7621,-122.127
12623,5/14/2015,335000.0,3,2.0,1410,44866,1985,98023,47.3273,-122.37
12624,12/5/2014,585000.0,3,3.25,3050,12700,1990,98011,47.7445,-122.214
12625,10/17/2014,800000.0,4,2.25,2010,7200,1950,98118,47.5591,-122.267
12626,9/8/2014,379500.0,4,2.25,2120,53578,1985,98022,47.2041,-122.021
12627,8/12/2014,475000.0,3,1.0,1270,8000,1959,98008,47.6175,-122.118
12628,11/24/2014,520000.0,3,2.0,1670,8800,1961,98008,47.6096,-122.132
12629,1/28/2015,515000.0,4,2.5,1800,4338,2001,98075,47.5962,-122.015
12630,5/3/2015,577500.0,2,1.0,1640,5515,1926,98103,47.6912,-122.334
12631,7/16/2014,269900.0,3,2.25,1740,9672,1963,98031,47.4149,-122.181
12632,5/27/2014,329000.0,3,1.0,1600,5952,1964,98106,47.5292,-122.362
12633,4/24/2015,458500.0,3,1.5,1280,1920,1905,98122,47.6117,-122.301
12634,3/13/2015,890000.0,4,2.0,1480,11171,1947,98075,47.5849,-122.051
12635,4/1/2015,361500.0,4,2.5,1980,7334,2003,98038,47.3528,-122.041
12636,7/18/2014,2540000.0,5,3.25,3730,10626,1963,98004,47.624,-122.221
12637,8/22/2014,325000.0,2,1.0,900,8374,1984,98034,47.7282,-122.225
12638,11/5/2014,1850000.0,4,3.25,3480,6000,2014,98109,47.6353,-122.353
12639,5/23/2014,945000.0,4,2.0,2840,13367,1952,98004,47.6237,-122.21
12640,8/28/2014,370000.0,3,2.5,2490,4244,2005,98042,47.3705,-122.131
12641,9/15/2014,450000.0,2,2.0,1510,4908,2006,98053,47.7196,-122.024
12642,4/24/2015,800000.0,4,2.5,2900,18303,1994,98075,47.5981,-122.03
12643,12/11/2014,676000.0,3,2.5,2240,3825,1995,98117,47.6786,-122.389
12644,4/2/2015,1270000.0,4,1.75,2040,5000,1921,98102,47.6279,-122.315
12645,10/28/2014,290000.0,3,1.75,1460,7980,1972,98028,47.7713,-122.265
12646,11/18/2014,158000.0,3,1.5,990,8925,1962,98003,47.3294,-122.331
12647,5/5/2014,379950.0,4,1.75,1970,9389,1960,98133,47.7771,-122.339
12648,5/9/2014,583000.0,4,2.5,2660,4000,2001,98053,47.6876,-122.038
12649,12/30/2014,150000.0,2,1.0,870,5700,1957,98056,47.498,-122.17
12650,7/21/2014,261500.0,3,2.5,1740,6992,1990,98042,47.3574,-122.158
12651,10/14/2014,278000.0,4,2.5,2290,3777,2004,98198,47.3617,-122.308
12652,9/23/2014,555000.0,4,2.75,2170,7140,1977,98052,47.691,-122.113
12653,8/27/2014,355000.0,3,1.75,2040,8173,1958,98133,47.7439,-122.333
12654,9/17/2014,375000.0,4,1.5,1770,6650,1958,98008,47.6011,-122.124
12655,7/29/2014,227000.0,3,1.75,2380,12681,1918,98118,47.5294,-122.279
12656,6/19/2014,335000.0,4,2.0,2030,103672,1969,98022,47.1647,-121.973
12657,6/6/2014,680000.0,3,2.25,2270,23900,1975,98177,47.7506,-122.372
12658,2/5/2015,686500.0,2,1.75,1390,5025,1928,98105,47.6701,-122.288
12659,11/24/2014,410000.0,3,1.75,1530,26642,1988,98072,47.7422,-122.097
12660,8/26/2014,425000.0,2,1.0,1430,13300,1921,98033,47.6996,-122.203
12661,3/10/2015,562500.0,3,2.5,2030,7549,1988,98074,47.6187,-122.044
12662,10/14/2014,345000.0,4,2.5,2390,6976,2003,98056,47.4807,-122.182
12663,4/14/2015,627500.0,4,2.5,2540,11500,1979,98006,47.5609,-122.15
12664,3/13/2015,355000.0,3,1.0,1890,36300,1962,98024,47.5719,-121.914
12665,5/1/2015,335000.0,3,2.25,1870,5876,1986,98038,47.3779,-122.045
12666,3/11/2015,350000.0,4,3.0,1780,4228,1953,98118,47.5488,-122.287
12667,3/18/2015,590000.0,3,1.0,1610,58370,1978,98053,47.6718,-122.044
12668,7/17/2014,252000.0,3,2.0,1420,6788,1990,98023,47.2887,-122.351
12669,4/21/2015,1300000.0,5,4.0,4440,9270,1968,98040,47.5708,-122.212
12670,11/19/2014,705000.0,4,2.0,1820,5001,1947,98119,47.6438,-122.373
12671,7/14/2014,498000.0,3,2.0,1620,8400,1968,98052,47.6574,-122.128
12672,9/21/2014,312500.0,2,1.0,870,7227,1948,98133,47.7288,-122.331
12673,11/24/2014,260000.0,4,1.75,1830,5375,1962,98198,47.4169,-122.316
12674,3/18/2015,209950.0,3,1.5,2290,9600,1967,98042,47.3643,-122.111
12675,2/10/2015,610000.0,3,1.75,1110,10402,1967,98006,47.5676,-122.177
12676,6/27/2014,500000.0,4,1.0,1440,7100,1906,98107,47.6725,-122.396
12677,2/24/2015,850000.0,3,3.5,3070,7050,1928,98125,47.7076,-122.276
12678,2/19/2015,689000.0,4,2.5,2440,11700,1961,98006,47.5606,-122.184
12679,11/10/2014,470000.0,4,2.0,2410,4680,1974,98008,47.6234,-122.113
12680,5/7/2014,640000.0,3,3.0,2270,5175,2002,98056,47.516,-122.203
12681,8/12/2014,290000.0,4,1.75,2340,7200,1960,98146,47.497,-122.369
12682,12/18/2014,258500.0,3,2.5,1800,9000,1983,98003,47.3186,-122.331
12683,7/14/2014,1100000.0,4,3.5,2210,7597,1977,98004,47.5816,-122.197
12684,5/28/2014,420000.0,3,1.75,1820,22320,1977,98053,47.6441,-121.96
12685,9/16/2014,230000.0,3,1.0,1190,9083,1955,98198,47.4116,-122.293
12686,4/2/2015,252000.0,3,1.5,1400,6865,1986,98038,47.3639,-122.048
12687,6/30/2014,515000.0,3,2.5,2600,4506,2003,98028,47.7353,-122.222
12688,6/9/2014,425000.0,2,1.0,910,4635,1905,98107,47.675,-122.393
12689,1/25/2015,575000.0,3,2.5,1760,2320,1994,98126,47.5723,-122.376
12690,10/26/2014,390000.0,2,1.0,860,5160,1909,98117,47.6823,-122.388
12691,9/17/2014,561500.0,4,2.25,2310,9800,1968,98033,47.6657,-122.178
12692,5/7/2015,1350000.0,4,1.75,2000,3728,1926,98112,47.643,-122.299
12693,9/25/2014,835000.0,5,2.75,2460,7830,1955,98115,47.6938,-122.31
12694,2/18/2015,245000.0,2,1.0,1020,15000,1933,98168,47.4956,-122.321
12695,8/11/2014,475200.0,3,2.5,1670,3980,2000,98027,47.5317,-122.047
12696,11/13/2014,425000.0,2,1.0,790,5024,1941,98117,47.6833,-122.395
12697,2/2/2015,218000.0,2,1.5,2010,7755,1952,98178,47.4947,-122.233
12698,8/22/2014,600000.0,4,2.5,2600,6536,1999,98056,47.5232,-122.191
12699,4/10/2015,545000.0,4,2.25,1890,7210,1967,98008,47.6342,-122.117
12700,4/28/2015,2410000.0,5,2.5,4600,23250,1918,98004,47.623,-122.218
12701,5/6/2015,460000.0,5,3.0,2008,5050,1992,98118,47.5376,-122.292
12702,6/23/2014,425000.0,2,1.0,880,6413,1950,98116,47.573,-122.395
12703,10/21/2014,455000.0,3,1.75,1700,8360,1955,98006,47.5766,-122.147
12704,4/21/2015,313100.0,3,2.0,1730,12821,1994,98001,47.353,-122.272
12705,6/23/2014,780000.0,4,3.5,3910,59863,1987,98027,47.4846,-122.067
12706,12/23/2014,345500.0,4,2.5,2160,9682,1999,98031,47.4106,-122.204
12707,1/19/2015,243000.0,3,1.75,1200,8034,1975,98031,47.4135,-122.18
12708,12/8/2014,670000.0,5,3.5,3860,9600,1973,98034,47.7139,-122.223
12709,2/11/2015,325000.0,3,1.5,1320,7560,1983,98019,47.7451,-121.98
12710,12/2/2014,281000.0,2,1.0,1280,12500,1951,98178,47.4833,-122.237
12711,3/5/2015,130000.0,3,1.0,1100,5100,1913,98108,47.5231,-122.332
12712,7/30/2014,340000.0,3,2.5,2170,9798,1995,98038,47.3817,-122.023
12713,2/9/2015,485000.0,4,2.75,2720,51396,1977,98059,47.4777,-122.1
12714,12/17/2014,642860.0,4,2.75,2520,6398,2014,98072,47.7685,-122.159
12715,10/3/2014,747000.0,3,1.75,2560,4800,1911,98112,47.6207,-122.295
12716,7/29/2014,559950.0,4,2.5,2650,7200,1979,98133,47.7317,-122.354
12717,11/17/2014,577288.0,4,2.75,2870,7200,2008,98108,47.5688,-122.317
12718,9/24/2014,575000.0,2,1.0,1230,2726,1920,98117,47.6815,-122.359
12719,5/5/2014,287000.0,3,1.0,1450,6000,1953,98118,47.5238,-122.287
12720,11/10/2014,1150000.0,4,3.75,3180,9889,2012,98033,47.6853,-122.204
12721,4/24/2015,335000.0,2,1.0,1800,8900,1945,98168,47.51,-122.323
12722,1/6/2015,375000.0,4,2.25,2020,12500,1966,98056,47.5403,-122.175
12723,1/6/2015,325000.0,2,1.0,620,14823,1926,98125,47.7322,-122.3
12724,4/23/2015,530000.0,3,2.25,2190,220414,1976,98059,47.5041,-122.102
12725,1/12/2015,287000.0,4,2.25,1980,7081,1977,98032,47.3669,-122.288
12726,2/26/2015,320000.0,5,3.0,2970,7000,1979,98023,47.3079,-122.341
12727,8/22/2014,425000.0,4,2.5,2270,4400,2006,98065,47.5381,-121.888
12728,8/6/2014,550000.0,3,1.0,1630,6009,1954,98117,47.693,-122.383
12729,12/2/2014,135000.0,3,1.0,1520,8450,1961,98023,47.328,-122.337
12730,7/17/2014,695000.0,3,1.75,2080,5687,1924,98144,47.5776,-122.289
12731,5/6/2015,975000.0,5,2.5,3020,9648,1977,98006,47.5586,-122.134
12732,5/20/2014,210000.0,4,1.75,2180,28710,1950,98198,47.405,-122.288
12733,12/31/2014,518000.0,4,1.75,1780,8768,1951,98125,47.7085,-122.283
12734,7/9/2014,335500.0,3,1.0,1370,6780,1930,98125,47.7156,-122.291
12735,11/26/2014,750000.0,4,3.5,3050,7020,1984,98126,47.571,-122.374
12736,12/23/2014,515000.0,3,1.75,1490,12000,1956,98006,47.569,-122.175
12737,5/21/2014,344500.0,4,2.75,1800,5453,2002,98055,47.4632,-122.209
12738,6/16/2014,470000.0,3,1.5,1760,6723,1958,98118,47.5514,-122.266
12739,9/4/2014,606150.0,4,1.75,1770,9848,1967,98008,47.6208,-122.099
12740,11/20/2014,292000.0,4,2.75,2910,7712,1998,98002,47.2842,-122.198
12741,5/7/2015,450000.0,3,2.5,2880,426452,1979,98092,47.2485,-122.101
12742,8/19/2014,429000.0,3,1.75,2520,5043,1957,98126,47.5339,-122.372
12743,8/20/2014,765000.0,4,2.5,3190,38119,1988,98053,47.6698,-122.044
12744,4/15/2015,425000.0,2,1.0,540,2500,1905,98107,47.6729,-122.383
12745,2/12/2015,505000.0,4,2.5,3170,5340,2000,98059,47.4911,-122.138
12746,3/17/2015,544950.0,3,1.75,1830,7371,1957,98008,47.6059,-122.121
12747,9/24/2014,382000.0,3,2.0,1360,4840,1936,98126,47.5487,-122.376
12748,8/28/2014,475000.0,3,1.75,1870,25157,1978,98014,47.695,-121.915
12749,4/17/2015,355000.0,3,1.5,1370,4790,1982,98034,47.7253,-122.164
12750,7/3/2014,410000.0,4,2.5,1700,9000,1972,98034,47.7306,-122.233
12751,2/3/2015,450000.0,4,2.0,1960,5008,1900,98144,47.5958,-122.299
12752,5/28/2014,565000.0,7,4.5,4140,9066,1978,98125,47.7302,-122.291
12753,4/14/2015,529100.0,2,1.0,1290,6528,1941,98115,47.694,-122.29
12754,2/12/2015,452500.0,4,2.5,2460,6454,2006,98065,47.5381,-121.89
12755,5/22/2014,245000.0,4,2.0,1580,8000,1967,98003,47.3467,-122.304
12756,3/30/2015,415000.0,1,1.0,700,2550,1954,98117,47.6783,-122.383
12757,7/24/2014,610000.0,4,2.5,2410,15899,1990,98074,47.6242,-122.04
12758,10/16/2014,363500.0,4,1.75,2180,9702,1962,98178,47.4973,-122.268
12759,2/4/2015,510000.0,3,2.75,1950,12630,1969,98052,47.6301,-122.107
12760,3/25/2015,650000.0,4,2.5,2630,28298,1996,98053,47.6314,-121.968
12761,1/14/2015,290000.0,4,2.5,2050,9015,1973,98058,47.4357,-122.168
12762,3/18/2015,170000.0,3,1.0,790,6750,1944,98178,47.4984,-122.24
12763,3/30/2015,510000.0,2,1.0,1070,5280,1900,98122,47.6168,-122.303
12764,5/5/2014,2280000.0,7,8.0,13540,307752,1999,98053,47.6675,-121.986
12765,9/22/2014,316000.0,4,2.5,2320,7379,1987,98003,47.3432,-122.316
12766,5/12/2014,690000.0,4,2.5,2670,13463,1989,98029,47.5627,-122.018
12767,8/8/2014,199950.0,2,1.0,700,5200,1952,98056,47.4924,-122.174
12768,8/13/2014,207000.0,3,1.0,860,7740,1960,98178,47.4906,-122.244
12769,4/16/2015,449950.0,4,2.25,3490,8400,1976,98058,47.4513,-122.128
12770,3/18/2015,361550.0,3,1.75,1160,257875,1980,98059,47.4655,-122.072
12771,9/24/2014,824000.0,4,3.5,3650,57538,1996,98077,47.7711,-122.041
12772,1/6/2015,537000.0,3,1.75,1550,10050,1957,98008,47.6345,-122.123
12773,8/5/2014,838400.0,4,2.5,2620,9525,1974,98040,47.5631,-122.219
12774,9/11/2014,225000.0,2,1.0,720,4758,1947,98126,47.5176,-122.376
12775,4/23/2015,329900.0,3,2.0,1380,5198,1982,98106,47.5514,-122.357
12776,1/6/2015,282500.0,4,1.0,1170,34925,1942,98065,47.5305,-121.841
12777,4/6/2015,229950.0,3,1.75,1170,11960,1969,98042,47.3279,-122.136
12778,3/31/2015,500000.0,2,1.0,1630,12059,1947,98125,47.7228,-122.314
12779,11/4/2014,495000.0,3,1.75,1890,6557,1967,98125,47.7032,-122.286
12780,6/10/2014,149500.0,3,1.0,1010,9450,1959,98198,47.3592,-122.315
12781,8/18/2014,726000.0,3,2.5,2040,10033,1974,98005,47.6375,-122.173
12782,4/9/2015,899000.0,4,2.5,4080,10295,1998,98075,47.5933,-121.982
12783,3/15/2015,317000.0,3,1.0,1270,8925,1955,98056,47.5124,-122.165
12784,3/26/2015,395000.0,1,1.0,790,3000,1953,98199,47.6544,-122.386
12785,2/2/2015,360000.0,4,3.0,2580,6740,1999,98058,47.4296,-122.185
12786,6/18/2014,570000.0,4,2.5,2290,6738,1996,98029,47.5714,-122.005
12787,6/19/2014,320000.0,4,2.5,3490,5000,2003,98042,47.3772,-122.127
12788,9/25/2014,320000.0,3,1.75,1510,30185,1976,98058,47.4118,-122.089
12789,3/12/2015,268000.0,5,2.5,2400,4564,2004,98042,47.369,-122.126
12790,6/27/2014,191000.0,2,1.0,900,3400,1905,98108,47.5269,-122.314
12791,8/4/2014,400000.0,2,1.0,1270,7440,1949,98126,47.5285,-122.372
12792,7/1/2014,515000.0,2,1.0,1050,5000,1907,98107,47.6699,-122.369
12793,4/16/2015,610000.0,4,2.5,2950,9010,2004,98065,47.531,-121.86
12794,10/24/2014,538000.0,2,1.75,1850,3060,1929,98115,47.6821,-122.308
12795,6/3/2014,432000.0,3,2.5,1970,4036,2003,98065,47.5335,-121.869
12796,1/27/2015,335000.0,4,2.25,2400,8592,1978,98055,47.4383,-122.193
12797,2/20/2015,302000.0,5,1.75,2360,8642,1926,98133,47.7617,-122.335
12798,8/4/2014,787500.0,4,1.75,1580,9382,1963,98039,47.6353,-122.232
12799,12/18/2014,420000.0,3,1.0,1790,7055,1937,98133,47.718,-122.355
12800,9/18/2014,560000.0,3,2.5,2840,216493,1991,98014,47.702,-121.892
12801,4/23/2015,535000.0,3,2.5,1970,6634,1989,98029,47.5759,-122.012
12802,6/10/2014,310000.0,3,2.5,1780,6771,1990,98106,47.5237,-122.353
12803,12/8/2014,760000.0,5,2.0,3920,5250,1910,98144,47.5798,-122.294
12804,9/22/2014,242500.0,3,1.75,1550,1905,2005,98055,47.4331,-122.195
12805,2/20/2015,1310000.0,6,3.0,2980,7200,1911,98119,47.6366,-122.362
12806,10/16/2014,235000.0,3,1.0,1270,7153,1949,98055,47.4815,-122.226
12807,2/23/2015,598780.0,4,2.25,3040,12160,1963,98007,47.5911,-122.133
12808,8/7/2014,433200.0,3,2.5,2075,16200,2002,98045,47.4848,-121.698
12809,5/11/2015,343000.0,2,1.0,1110,9920,1942,98056,47.5454,-122.192
12810,11/10/2014,145000.0,2,1.0,800,8125,1964,98033,47.6836,-122.174
12811,1/16/2015,291970.0,1,1.0,680,21727,1952,98058,47.446,-122.175
12812,3/18/2015,599950.0,3,1.0,1680,7910,1949,98146,47.5085,-122.385
12813,7/25/2014,1750000.0,4,2.5,3910,22710,1908,98004,47.6295,-122.217
12814,3/19/2015,870000.0,4,1.75,2780,11000,1964,98004,47.595,-122.203
12815,5/8/2015,323000.0,4,2.75,2000,9083,1992,98038,47.3511,-122.058
12816,8/25/2014,727000.0,4,3.0,3150,9703,2001,98075,47.5962,-122.018
12817,10/23/2014,166000.0,1,1.0,1120,17332,1988,98001,47.2972,-122.267
12818,4/30/2015,450000.0,4,1.75,1740,12204,1961,98155,47.7675,-122.277
12819,6/24/2014,400000.0,3,2.5,2970,23100,1967,98072,47.7735,-122.133
12820,2/10/2015,599000.0,3,2.5,2970,23100,1967,98072,47.7735,-122.133
12821,6/5/2014,165000.0,3,1.0,1150,19200,1908,98001,47.2756,-122.27
12822,6/5/2014,229000.0,2,1.0,1190,7408,1941,98168,47.5094,-122.31
12823,10/13/2014,305000.0,1,1.0,900,7500,1946,98155,47.7553,-122.283
12824,9/15/2014,930000.0,3,3.25,2950,4446,2001,98116,47.5852,-122.391
12825,9/23/2014,542000.0,3,2.5,1990,15985,1964,98007,47.6205,-122.141
12826,9/9/2014,214000.0,3,1.0,1020,9147,1900,98010,47.3127,-122.002
12827,9/9/2014,718000.0,3,2.5,2070,7200,2001,98033,47.6946,-122.211
12828,6/11/2014,349000.0,3,2.5,1430,1002,2002,98103,47.698,-122.349
12829,5/5/2015,305000.0,3,2.5,2030,8000,1997,98031,47.4024,-122.216
12830,7/15/2014,498000.0,3,2.5,1620,2640,1900,98122,47.6036,-122.305
12831,5/23/2014,799950.0,4,3.5,4220,196817,1993,98092,47.2642,-122.187
12832,5/5/2015,737000.0,3,2.5,2300,7800,1997,98052,47.6842,-122.155
12833,12/26/2014,860000.0,4,3.25,3830,10005,2001,98075,47.5953,-122.039
12834,7/2/2014,339950.0,3,2.5,2390,34041,1984,98042,47.3546,-122.081
12835,5/16/2014,249000.0,3,2.25,1440,7673,1982,98031,47.4034,-122.178
12836,5/7/2015,370000.0,2,1.0,910,5525,1910,98126,47.5322,-122.379
12837,10/13/2014,725000.0,3,2.0,1550,12262,1964,98040,47.5755,-122.216
12838,12/5/2014,529000.0,5,2.5,2380,91476,1976,98059,47.479,-122.153
12839,3/17/2015,310000.0,4,2.75,2060,8100,1988,98198,47.3581,-122.317
12840,10/27/2014,315000.0,4,2.25,1880,9163,1981,98058,47.4362,-122.165
12841,10/2/2014,1300000.0,4,2.5,3470,4160,1927,98119,47.63,-122.363
12842,11/5/2014,435000.0,3,2.0,2360,12744,1964,98059,47.483,-122.164
12843,7/16/2014,350000.0,3,1.75,1970,10800,1979,98056,47.5107,-122.172
12844,9/8/2014,240000.0,3,1.0,1040,7800,1948,98055,47.4804,-122.229
12845,4/28/2015,410000.0,3,2.25,1420,3750,1987,98116,47.5725,-122.383
12846,9/23/2014,430000.0,4,2.75,2290,5249,2003,98059,47.4916,-122.162
12847,8/18/2014,446000.0,4,2.5,1530,8375,1974,98034,47.7174,-122.236
12848,6/11/2014,240000.0,3,1.5,1360,9760,1984,98045,47.4648,-121.757
12849,1/8/2015,595000.0,4,3.0,3680,35736,1970,98027,47.4703,-122.015
12850,3/6/2015,215150.0,3,1.0,920,4770,1969,98042,47.3654,-122.082
12851,5/22/2014,319950.0,2,1.0,1070,5824,1949,98178,47.507,-122.242
12852,6/16/2014,385000.0,3,2.0,1590,9912,2000,98070,47.3731,-122.43
12853,3/25/2015,280000.0,3,2.5,1600,6700,1991,98042,47.3618,-122.074
12854,5/11/2015,399950.0,3,2.5,1510,7300,1974,98034,47.7153,-122.211
12855,5/23/2014,132500.0,3,1.0,1080,10500,1967,98001,47.32,-122.278
12856,4/23/2015,399950.0,2,0.75,1330,2856,1916,98126,47.5671,-122.37
12857,7/21/2014,290000.0,2,1.0,850,6800,1948,98133,47.7282,-122.337
12858,5/12/2015,860000.0,5,2.25,1960,8592,1958,98004,47.6066,-122.192
12859,5/29/2014,3100000.0,6,4.25,6980,15682,1999,98040,47.5552,-122.231
12860,5/16/2014,245000.0,4,1.0,1530,7200,1948,98178,47.5015,-122.262
12861,12/15/2014,255000.0,3,1.5,1320,7980,1956,98178,47.5068,-122.259
12862,11/13/2014,310000.0,4,3.0,2320,7200,1976,98155,47.7703,-122.312
12863,8/13/2014,299000.0,3,1.0,960,8100,1955,98155,47.7763,-122.305
12864,11/10/2014,575000.0,4,2.5,2040,5508,1996,98029,47.5719,-122.007
12865,11/14/2014,284000.0,3,1.0,1080,8214,1944,98133,47.7401,-122.348
12866,4/7/2015,840000.0,3,1.75,2020,4800,1926,98115,47.6726,-122.294
12867,8/13/2014,442573.0,3,1.75,1780,7567,1980,98034,47.7314,-122.225
12868,10/8/2014,560000.0,3,1.0,1140,7028,1931,98115,47.6948,-122.322
12869,5/7/2014,485000.0,3,2.0,1610,4160,1917,98136,47.5421,-122.388
12870,3/18/2015,472500.0,4,1.75,1440,8536,1961,98033,47.6775,-122.18
12871,11/26/2014,1610000.0,4,2.75,4270,25807,1996,98004,47.5951,-122.206
12872,12/19/2014,808000.0,8,3.75,3460,4600,1987,98105,47.6617,-122.289
12873,10/22/2014,398000.0,3,1.75,1890,16001,1950,98011,47.7663,-122.201
12874,2/17/2015,340000.0,3,2.5,2240,6000,2003,98059,47.4837,-122.138
12875,5/13/2015,380000.0,2,1.0,760,4000,1910,98108,47.5462,-122.32
12876,9/12/2014,235000.0,3,1.0,1020,6173,1948,98168,47.5042,-122.329
12877,10/27/2014,400000.0,3,1.5,1330,9900,1956,98034,47.7167,-122.233
12878,7/11/2014,582000.0,5,2.5,2780,12335,1968,98006,47.5681,-122.128
12879,12/31/2014,209000.0,2,1.0,1070,6120,1962,98168,47.4989,-122.317
12880,4/3/2015,335000.0,5,3.0,2660,7700,1962,98058,47.46,-122.174
12881,12/12/2014,285950.0,2,1.0,710,7120,1942,98146,47.5122,-122.374
12882,11/7/2014,645000.0,5,2.25,3340,52476,1975,98027,47.4553,-121.987
12883,12/23/2014,312000.0,2,1.0,1160,7500,1916,98014,47.6499,-121.916
12884,10/10/2014,663000.0,3,2.25,2840,59677,1967,98075,47.5828,-122.044
12885,10/20/2014,443950.0,3,1.75,2000,36000,1946,98056,47.5217,-122.182
12886,5/30/2014,315000.0,3,2.0,1060,5750,1981,98126,47.5523,-122.372
12887,3/23/2015,302200.0,4,1.5,1730,10396,1964,98058,47.4497,-122.168
12888,1/8/2015,770000.0,3,2.5,2190,2658,1979,98033,47.6528,-122.203
12889,1/22/2015,374950.0,4,1.75,1660,8160,1974,98058,47.4483,-122.129
12890,6/11/2014,330000.0,3,2.5,2210,7557,1989,98023,47.3079,-122.393
12891,10/20/2014,230000.0,2,1.0,870,7020,1942,98106,47.5404,-122.352
12892,4/27/2015,967000.0,4,2.5,3100,7250,2010,98115,47.6961,-122.316
12893,9/8/2014,536500.0,4,2.5,1720,3515,2000,98144,47.591,-122.293
12894,6/27/2014,315000.0,6,4.0,3120,4240,1993,98106,47.5305,-122.353
12895,7/16/2014,626000.0,3,1.0,1040,4240,1924,98117,47.6768,-122.367
12896,7/18/2014,334009.0,4,2.0,1650,9305,1960,98034,47.7183,-122.213
12897,1/29/2015,429000.0,2,1.0,1010,5000,1924,98107,47.6715,-122.365
12898,2/5/2015,818000.0,4,2.5,4020,44431,1987,98072,47.7467,-122.132
12899,8/28/2014,326000.0,5,2.75,2166,6342,2013,98042,47.3461,-122.152
12900,6/12/2014,310000.0,5,3.0,1880,5000,1997,98106,47.5453,-122.363
12901,4/21/2015,525000.0,4,2.0,2260,7680,1947,98177,47.7193,-122.361
12902,4/3/2015,350000.0,3,2.25,2010,4400,1986,98055,47.4735,-122.189
12903,4/2/2015,936000.0,4,2.5,3330,8897,2001,98074,47.6484,-122.08
12904,11/29/2014,226000.0,3,1.0,1520,7200,1954,98166,47.4527,-122.352
12905,5/1/2015,1250000.0,5,3.5,3510,4798,2008,98105,47.669,-122.282
12906,8/19/2014,428000.0,3,1.75,1580,507038,1985,98022,47.2303,-121.936
